Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,League,target,G/PG,GC/PG,xG/PG,xGA/PG,Top_Team_Scorer
13,Hansa Rostock,34,12,5,17,32,48,-16,41,1.21,37.0,48.4,-11.4,-0.33,2_Bundesliga,1,0.94,1.41,1.09,1.42,10
14,Nürnberg,34,10,9,15,32,49,-17,39,1.15,36.5,43.3,-6.8,-0.2,2_Bundesliga,1,0.94,1.44,1.07,1.27,11
15,Braunschweig,34,9,9,16,42,59,-17,36,1.06,37.8,53.8,-16.0,-0.47,2_Bundesliga,2,1.24,1.74,1.11,1.58,10
16,Arminia,34,9,7,18,50,62,-12,34,1.0,43.9,48.9,-5.0,-0.15,2_Bundesliga,2,1.47,1.82,1.29,1.44,10
17,Jahn R'burg,34,8,7,19,34,58,-24,31,0.91,37.4,47.1,-9.7,-0.29,2_Bundesliga,2,1.0,1.71,1.1,1.39,9
18,Sandhausen,34,7,7,20,35,63,-28,28,0.82,33.3,55.4,-22.1,-0.65,2_Bundesliga,2,1.03,1.85,0.98,1.63,6
1,Heidenheim,34,19,10,5,67,36,31,67,1.97,47.6,35.8,11.8,0.35,2_Bundesliga,0,1.97,1.06,1.4,1.05,25
2,Darmstadt 98,34,20,7,7,50,33,17,67,1.97,48.5,40.9,7.6,0.22,2_Bundesliga,0,1.47,0.97,1.43,1.2,12
3,Hamburger SV,34,20,6,8,70,45,25,66,1.94,63.7,45.3,18.4,0.54,2_Bundesliga,0,2.06,1.32,1.87,1.33,19
4,Düsseldorf,34,17,7,10,60,43,17,58,1.71,53.6,41.6,12.0,0.35,2_Bundesliga,0,1.76,1.26,1.58,1.22,14
5,St. Pauli,34,16,10,8,55,39,16,58,1.71,49.1,34.4,14.8,0.43,2_Bundesliga,1,1.62,1.15,1.44,1.01,9
6,Paderborn 07,34,16,7,11,68,44,24,55,1.62,63.8,45.2,18.6,0.55,2_Bundesliga,1,2.0,1.29,1.88,1.33,11
7,Karlsruher,34,13,7,14,56,53,3,46,1.35,52.2,45.0,7.2,0.21,2_Bundesliga,1,1.65,1.56,1.54,1.32,13
8,Holstein Kiel,34,12,10,12,58,61,-3,46,1.35,54.6,50.1,4.5,0.13,2_Bundesliga,1,1.71,1.79,1.61,1.47,15
9,Kaiserslautern,34,11,12,11,47,48,-1,45,1.32,46.7,40.6,6.1,0.18,2_Bundesliga,1,1.38,1.41,1.37,1.19,13
10,Hannover 96,34,12,8,14,50,55,-5,44,1.29,43.3,57.5,-14.2,-0.42,2_Bundesliga,1,1.47,1.62,1.27,1.69,14
11,Magdeburg,34,12,7,15,48,55,-7,43,1.26,42.8,58.6,-15.8,-0.46,2_Bundesliga,1,1.41,1.62,1.26,1.72,10
12,Greuther Fürth,34,10,11,13,47,50,-3,41,1.21,44.4,44.4,0.1,0.0,2_Bundesliga,1,1.38,1.47,1.31,1.31,11
13,Hansa Rostock,34,12,5,17,32,48,-16,41,1.21,37.0,48.4,-11.4,-0.33,2_Bundesliga,1,0.94,1.41,1.09,1.42,10
14,Nürnberg,34,10,9,15,32,49,-17,39,1.15,36.5,43.3,-6.8,-0.2,2_Bundesliga,1,0.94,1.44,1.07,1.27,11
15,Braunschweig,34,9,9,16,42,59,-17,36,1.06,37.8,53.8,-16.0,-0.47,2_Bundesliga,2,1.24,1.74,1.11,1.58,10
16,Arminia,34,9,7,18,50,62,-12,34,1.0,43.9,48.9,-5.0,-0.15,2_Bundesliga,2,1.47,1.82,1.29,1.44,10
17,Jahn R'burg,34,8,7,19,34,58,-24,31,0.91,37.4,47.1,-9.7,-0.29,2_Bundesliga,2,1.0,1.71,1.1,1.39,9
18,Sandhausen,34,7,7,20,35,63,-28,28,0.82,33.3,55.4,-22.1,-0.65,2_Bundesliga,2,1.03,1.85,0.98,1.63,6
1,Heidenheim,34,19,10,5,67,36,31,67,1.97,47.6,35.8,11.8,0.35,2_Bundesliga,0,1.97,1.06,1.4,1.05,25
2,Darmstadt 98,34,20,7,7,50,33,17,67,1.97,48.5,40.9,7.6,0.22,2_Bundesliga,0,1.47,0.97,1.43,1.2,12
3,Hamburger SV,34,20,6,8,70,45,25,66,1.94,63.7,45.3,18.4,0.54,2_Bundesliga,0,2.06,1.32,1.87,1.33,19
4,Düsseldorf,34,17,7,10,60,43,17,58,1.71,53.6,41.6,12.0,0.35,2_Bundesliga,0,1.76,1.26,1.58,1.22,14
5,St. Pauli,34,16,10,8,55,39,16,58,1.71,49.1,34.4,14.8,0.43,2_Bundesliga,1,1.62,1.15,1.44,1.01,9
6,Paderborn 07,34,16,7,11,68,44,24,55,1.62,63.8,45.2,18.6,0.55,2_Bundesliga,1,2.0,1.29,1.88,1.33,11
7,Karlsruher,34,13,7,14,56,53,3,46,1.35,52.2,45.0,7.2,0.21,2_Bundesliga,1,1.65,1.56,1.54,1.32,13
8,Holstein Kiel,34,12,10,12,58,61,-3,46,1.35,54.6,50.1,4.5,0.13,2_Bundesliga,1,1.71,1.79,1.61,1.47,15
9,Kaiserslautern,34,11,12,11,47,48,-1,45,1.32,46.7,40.6,6.1,0.18,2_Bundesliga,1,1.38,1.41,1.37,1.19,13
10,Hannover 96,34,12,8,14,50,55,-5,44,1.29,43.3,57.5,-14.2,-0.42,2_Bundesliga,1,1.47,1.62,1.27,1.69,14
11,Magdeburg,34,12,7,15,48,55,-7,43,1.26,42.8,58.6,-15.8,-0.46,2_Bundesliga,1,1.41,1.62,1.26,1.72,10
12,Greuther Fürth,34,10,11,13,47,50,-3,41,1.21,44.4,44.4,0.1,0.0,2_Bundesliga,1,1.38,1.47,1.31,1.31,11
13,Hansa Rostock,34,12,5,17,32,48,-16,41,1.21,37.0,48.4,-11.4,-0.33,2_Bundesliga,1,0.94,1.41,1.09,1.42,10
14,Nürnberg,34,10,9,15,32,49,-17,39,1.15,36.5,43.3,-6.8,-0.2,2_Bundesliga,1,0.94,1.44,1.07,1.27,11
15,Braunschweig,34,9,9,16,42,59,-17,36,1.06,37.8,53.8,-16.0,-0.47,2_Bundesliga,2,1.24,1.74,1.11,1.58,10
16,Arminia,34,9,7,18,50,62,-12,34,1.0,43.9,48.9,-5.0,-0.15,2_Bundesliga,2,1.47,1.82,1.29,1.44,10
17,Jahn R'burg,34,8,7,19,34,58,-24,31,0.91,37.4,47.1,-9.7,-0.29,2_Bundesliga,2,1.0,1.71,1.1,1.39,9
18,Sandhausen,34,7,7,20,35,63,-28,28,0.82,33.3,55.4,-22.1,-0.65,2_Bundesliga,2,1.03,1.85,0.98,1.63,6
1,Heidenheim,34,19,10,5,67,36,31,67,1.97,47.6,35.8,11.8,0.35,2_Bundesliga,0,1.97,1.06,1.4,1.05,25
2,Darmstadt 98,34,20,7,7,50,33,17,67,1.97,48.5,40.9,7.6,0.22,2_Bundesliga,0,1.47,0.97,1.43,1.2,12
3,Hamburger SV,34,20,6,8,70,45,25,66,1.94,63.7,45.3,18.4,0.54,2_Bundesliga,0,2.06,1.32,1.87,1.33,19
4,Düsseldorf,34,17,7,10,60,43,17,58,1.71,53.6,41.6,12.0,0.35,2_Bundesliga,0,1.76,1.26,1.58,1.22,14
5,St. Pauli,34,16,10,8,55,39,16,58,1.71,49.1,34.4,14.8,0.43,2_Bundesliga,1,1.62,1.15,1.44,1.01,9
6,Paderborn 07,34,16,7,11,68,44,24,55,1.62,63.8,45.2,18.6,0.55,2_Bundesliga,1,2.0,1.29,1.88,1.33,11
7,Karlsruher,34,13,7,14,56,53,3,46,1.35,52.2,45.0,7.2,0.21,2_Bundesliga,1,1.65,1.56,1.54,1.32,13
8,Holstein Kiel,34,12,10,12,58,61,-3,46,1.35,54.6,50.1,4.5,0.13,2_Bundesliga,1,1.71,1.79,1.61,1.47,15
9,Kaiserslautern,34,11,12,11,47,48,-1,45,1.32,46.7,40.6,6.1,0.18,2_Bundesliga,1,1.38,1.41,1.37,1.19,13
10,Hannover 96,34,12,8,14,50,55,-5,44,1.29,43.3,57.5,-14.2,-0.42,2_Bundesliga,1,1.47,1.62,1.27,1.69,14
11,Magdeburg,34,12,7,15,48,55,-7,43,1.26,42.8,58.6,-15.8,-0.46,2_Bundesliga,1,1.41,1.62,1.26,1.72,10
12,Greuther Fürth,34,10,11,13,47,50,-3,41,1.21,44.4,44.4,0.1,0.0,2_Bundesliga,1,1.38,1.47,1.31,1.31,11
13,Hansa Rostock,34,12,5,17,32,48,-16,41,1.21,37.0,48.4,-11.4,-0.33,2_Bundesliga,1,0.94,1.41,1.09,1.42,10
14,Nürnberg,34,10,9,15,32,49,-17,39,1.15,36.5,43.3,-6.8,-0.2,2_Bundesliga,1,0.94,1.44,1.07,1.27,11
15,Braunschweig,34,9,9,16,42,59,-17,36,1.06,37.8,53.8,-16.0,-0.47,2_Bundesliga,2,1.24,1.74,1.11,1.58,10
16,Arminia,34,9,7,18,50,62,-12,34,1.0,43.9,48.9,-5.0,-0.15,2_Bundesliga,2,1.47,1.82,1.29,1.44,10
17,Jahn R'burg,34,8,7,19,34,58,-24,31,0.91,37.4,47.1,-9.7,-0.29,2_Bundesliga,2,1.0,1.71,1.1,1.39,9
18,Sandhausen,34,7,7,20,35,63,-28,28,0.82,33.3,55.4,-22.1,-0.65,2_Bundesliga,2,1.03,1.85,0.98,1.63,6
1,Heidenheim,34,19,10,5,67,36,31,67,1.97,47.6,35.8,11.8,0.35,2_Bundesliga,0,1.97,1.06,1.4,1.05,25
2,Darmstadt 98,34,20,7,7,50,33,17,67,1.97,48.5,40.9,7.6,0.22,2_Bundesliga,0,1.47,0.97,1.43,1.2,12
3,Hamburger SV,34,20,6,8,70,45,25,66,1.94,63.7,45.3,18.4,0.54,2_Bundesliga,0,2.06,1.32,1.87,1.33,19
4,Düsseldorf,34,17,7,10,60,43,17,58,1.71,53.6,41.6,12.0,0.35,2_Bundesliga,0,1.76,1.26,1.58,1.22,14
5,St. Pauli,34,16,10,8,55,39,16,58,1.71,49.1,34.4,14.8,0.43,2_Bundesliga,1,1.62,1.15,1.44,1.01,9
6,Paderborn 07,34,16,7,11,68,44,24,55,1.62,63.8,45.2,18.6,0.55,2_Bundesliga,1,2.0,1.29,1.88,1.33,11
7,Karlsruher,34,13,7,14,56,53,3,46,1.35,52.2,45.0,7.2,0.21,2_Bundesliga,1,1.65,1.56,1.54,1.32,13
8,Holstein Kiel,34,12,10,12,58,61,-3,46,1.35,54.6,50.1,4.5,0.13,2_Bundesliga,1,1.71,1.79,1.61,1.47,15
9,Kaiserslautern,34,11,12,11,47,48,-1,45,1.32,46.7,40.6,6.1,0.18,2_Bundesliga,1,1.38,1.41,1.37,1.19,13
10,Hannover 96,34,12,8,14,50,55,-5,44,1.29,43.3,57.5,-14.2,-0.42,2_Bundesliga,1,1.47,1.62,1.27,1.69,14
11,Magdeburg,34,12,7,15,48,55,-7,43,1.26,42.8,58.6,-15.8,-0.46,2_Bundesliga,1,1.41,1.62,1.26,1.72,10
12,Greuther Fürth,34,10,11,13,47,50,-3,41,1.21,44.4,44.4,0.1,0.0,2_Bundesliga,1,1.38,1.47,1.31,1.31,11
13,Hansa Rostock,34,12,5,17,32,48,-16,41,1.21,37.0,48.4,-11.4,-0.33,2_Bundesliga,1,0.94,1.41,1.09,1.42,10
14,Nürnberg,34,10,9,15,32,49,-17,39,1.15,36.5,43.3,-6.8,-0.2,2_Bundesliga,1,0.94,1.44,1.07,1.27,11
15,Braunschweig,34,9,9,16,42,59,-17,36,1.06,37.8,53.8,-16.0,-0.47,2_Bundesliga,2,1.24,1.74,1.11,1.58,10
16,Arminia,34,9,7,18,50,62,-12,34,1.0,43.9,48.9,-5.0,-0.15,2_Bundesliga,2,1.47,1.82,1.29,1.44,10
17,Jahn R'burg,34,8,7,19,34,58,-24,31,0.91,37.4,47.1,-9.7,-0.29,2_Bundesliga,2,1.0,1.71,1.1,1.39,9
18,Sandhausen,34,7,7,20,35,63,-28,28,0.82,33.3,55.4,-22.1,-0.65,2_Bundesliga,2,1.03,1.85,0.98,1.63,6
1,Heidenheim,34,19,10,5,67,36,31,67,1.97,47.6,35.8,11.8,0.35,2_Bundesliga,0,1.97,1.06,1.4,1.05,25
2,Darmstadt 98,34,20,7,7,50,33,17,67,1.97,48.5,40.9,7.6,0.22,2_Bundesliga,0,1.47,0.97,1.43,1.2,12
3,Hamburger SV,34,20,6,8,70,45,25,66,1.94,63.7,45.3,18.4,0.54,2_Bundesliga,0,2.06,1.32,1.87,1.33,19
4,Düsseldorf,34,17,7,10,60,43,17,58,1.71,53.6,41.6,12.0,0.35,2_Bundesliga,0,1.76,1.26,1.58,1.22,14
5,St. Pauli,34,16,10,8,55,39,16,58,1.71,49.1,34.4,14.8,0.43,2_Bundesliga,1,1.62,1.15,1.44,1.01,9
6,Paderborn 07,34,16,7,11,68,44,24,55,1.62,63.8,45.2,18.6,0.55,2_Bundesliga,1,2.0,1.29,1.88,1.33,11
7,Karlsruher,34,13,7,14,56,53,3,46,1.35,52.2,45.0,7.2,0.21,2_Bundesliga,1,1.65,1.56,1.54,1.32,13
8,Holstein Kiel,34,12,10,12,58,61,-3,46,1.35,54.6,50.1,4.5,0.13,2_Bundesliga,1,1.71,1.79,1.61,1.47,15
9,Kaiserslautern,34,11,12,11,47,48,-1,45,1.32,46.7,40.6,6.1,0.18,2_Bundesliga,1,1.38,1.41,1.37,1.19,13
10,Hannover 96,34,12,8,14,50,55,-5,44,1.29,43.3,57.5,-14.2,-0.42,2_Bundesliga,1,1.47,1.62,1.27,1.69,14
11,Magdeburg,34,12,7,15,48,55,-7,43,1.26,42.8,58.6,-15.8,-0.46,2_Bundesliga,1,1.41,1.62,1.26,1.72,10
12,Greuther Fürth,34,10,11,13,47,50,-3,41,1.21,44.4,44.4,0.1,0.0,2_Bundesliga,1,1.38,1.47,1.31,1.31,11
13,Hansa Rostock,34,12,5,17,32,48,-16,41,1.21,37.0,48.4,-11.4,-0.33,2_Bundesliga,1,0.94,1.41,1.09,1.42,10
14,Nürnberg,34,10,9,15,32,49,-17,39,1.15,36.5,43.3,-6.8,-0.2,2_Bundesliga,1,0.94,1.44,1.07,1.27,11
15,Braunschweig,34,9,9,16,42,59,-17,36,1.06,37.8,53.8,-16.0,-0.47,2_Bundesliga,2,1.24,1.74,1.11,1.58,10
16,Arminia,34,9,7,18,50,62,-12,34,1.0,43.9,48.9,-5.0,-0.15,2_Bundesliga,2,1.47,1.82,1.29,1.44,10
17,Jahn R'burg,34,8,7,19,34,58,-24,31,0.91,37.4,47.1,-9.7,-0.29,2_Bundesliga,2,1.0,1.71,1.1,1.39,9
18,Sandhausen,34,7,7,20,35,63,-28,28,0.82,33.3,55.4,-22.1,-0.65,2_Bundesliga,2,1.03,1.85,0.98,1.63,6
1,Heidenheim,34,19,10,5,67,36,31,67,1.97,47.6,35.8,11.8,0.35,2_Bundesliga,0,1.97,1.06,1.4,1.05,25
2,Darmstadt 98,34,20,7,7,50,33,17,67,1.97,48.5,40.9,7.6,0.22,2_Bundesliga,0,1.47,0.97,1.43,1.2,12
3,Hamburger SV,34,20,6,8,70,45,25,66,1.94,63.7,45.3,18.4,0.54,2_Bundesliga,0,2.06,1.32,1.87,1.33,19
4,Düsseldorf,34,17,7,10,60,43,17,58,1.71,53.6,41.6,12.0,0.35,2_Bundesliga,0,1.76,1.26,1.58,1.22,14
5,St. Pauli,34,16,10,8,55,39,16,58,1.71,49.1,34.4,14.8,0.43,2_Bundesliga,1,1.62,1.15,1.44,1.01,9
6,Paderborn 07,34,16,7,11,68,44,24,55,1.62,63.8,45.2,18.6,0.55,2_Bundesliga,1,2.0,1.29,1.88,1.33,11
7,Karlsruher,34,13,7,14,56,53,3,46,1.35,52.2,45.0,7.2,0.21,2_Bundesliga,1,1.65,1.56,1.54,1.32,13
8,Holstein Kiel,34,12,10,12,58,61,-3,46,1.35,54.6,50.1,4.5,0.13,2_Bundesliga,1,1.71,1.79,1.61,1.47,15
9,Kaiserslautern,34,11,12,11,47,48,-1,45,1.32,46.7,40.6,6.1,0.18,2_Bundesliga,1,1.38,1.41,1.37,1.19,13
10,Hannover 96,34,12,8,14,50,55,-5,44,1.29,43.3,57.5,-14.2,-0.42,2_Bundesliga,1,1.47,1.62,1.27,1.69,14
11,Magdeburg,34,12,7,15,48,55,-7,43,1.26,42.8,58.6,-15.8,-0.46,2_Bundesliga,1,1.41,1.62,1.26,1.72,10
12,Greuther Fürth,34,10,11,13,47,50,-3,41,1.21,44.4,44.4,0.1,0.0,2_Bundesliga,1,1.38,1.47,1.31,1.31,11
13,Hansa Rostock,34,12,5,17,32,48,-16,41,1.21,37.0,48.4,-11.4,-0.33,2_Bundesliga,1,0.94,1.41,1.09,1.42,10
14,Nürnberg,34,10,9,15,32,49,-17,39,1.15,36.5,43.3,-6.8,-0.2,2_Bundesliga,1,0.94,1.44,1.07,1.27,11
15,Braunschweig,34,9,9,16,42,59,-17,36,1.06,37.8,53.8,-16.0,-0.47,2_Bundesliga,2,1.24,1.74,1.11,1.58,10
16,Arminia,34,9,7,18,50,62,-12,34,1.0,43.9,48.9,-5.0,-0.15,2_Bundesliga,2,1.47,1.82,1.29,1.44,10
17,Jahn R'burg,34,8,7,19,34,58,-24,31,0.91,37.4,47.1,-9.7,-0.29,2_Bundesliga,2,1.0,1.71,1.1,1.39,9
18,Sandhausen,34,7,7,20,35,63,-28,28,0.82,33.3,55.4,-22.1,-0.65,2_Bundesliga,2,1.03,1.85,0.98,1.63,6
1,Heidenheim,34,19,10,5,67,36,31,67,1.97,47.6,35.8,11.8,0.35,2_Bundesliga,0,1.97,1.06,1.4,1.05,25
2,Darmstadt 98,34,20,7,7,50,33,17,67,1.97,48.5,40.9,7.6,0.22,2_Bundesliga,0,1.47,0.97,1.43,1.2,12
3,Hamburger SV,34,20,6,8,70,45,25,66,1.94,63.7,45.3,18.4,0.54,2_Bundesliga,0,2.06,1.32,1.87,1.33,19
4,Düsseldorf,34,17,7,10,60,43,17,58,1.71,53.6,41.6,12.0,0.35,2_Bundesliga,0,1.76,1.26,1.58,1.22,14
5,St. Pauli,34,16,10,8,55,39,16,58,1.71,49.1,34.4,14.8,0.43,2_Bundesliga,1,1.62,1.15,1.44,1.01,9
6,Paderborn 07,34,16,7,11,68,44,24,55,1.62,63.8,45.2,18.6,0.55,2_Bundesliga,1,2.0,1.29,1.88,1.33,11
7,Karlsruher,34,13,7,14,56,53,3,46,1.35,52.2,45.0,7.2,0.21,2_Bundesliga,1,1.65,1.56,1.54,1.32,13
8,Holstein Kiel,34,12,10,12,58,61,-3,46,1.35,54.6,50.1,4.5,0.13,2_Bundesliga,1,1.71,1.79,1.61,1.47,15
9,Kaiserslautern,34,11,12,11,47,48,-1,45,1.32,46.7,40.6,6.1,0.18,2_Bundesliga,1,1.38,1.41,1.37,1.19,13
10,Hannover 96,34,12,8,14,50,55,-5,44,1.29,43.3,57.5,-14.2,-0.42,2_Bundesliga,1,1.47,1.62,1.27,1.69,14
11,Magdeburg,34,12,7,15,48,55,-7,43,1.26,42.8,58.6,-15.8,-0.46,2_Bundesliga,1,1.41,1.62,1.26,1.72,10
12,Greuther Fürth,34,10,11,13,47,50,-3,41,1.21,44.4,44.4,0.1,0.0,2_Bundesliga,1,1.38,1.47,1.31,1.31,11
13,Hansa Rostock,34,12,5,17,32,48,-16,41,1.21,37.0,48.4,-11.4,-0.33,2_Bundesliga,1,0.94,1.41,1.09,1.42,10
14,Nürnberg,34,10,9,15,32,49,-17,39,1.15,36.5,43.3,-6.8,-0.2,2_Bundesliga,1,0.94,1.44,1.07,1.27,11
15,Braunschweig,34,9,9,16,42,59,-17,36,1.06,37.8,53.8,-16.0,-0.47,2_Bundesliga,2,1.24,1.74,1.11,1.58,10
16,Arminia,34,9,7,18,50,62,-12,34,1.0,43.9,48.9,-5.0,-0.15,2_Bundesliga,2,1.47,1.82,1.29,1.44,10
17,Jahn R'burg,34,8,7,19,34,58,-24,31,0.91,37.4,47.1,-9.7,-0.29,2_Bundesliga,2,1.0,1.71,1.1,1.39,9
18,Sandhausen,34,7,7,20,35,63,-28,28,0.82,33.3,55.4,-22.1,-0.65,2_Bundesliga,2,1.03,1.85,0.98,1.63,6
1,Heidenheim,34,19,10,5,67,36,31,67,1.97,47.6,35.8,11.8,0.35,2_Bundesliga,0,1.97,1.06,1.4,1.05,25
2,Darmstadt 98,34,20,7,7,50,33,17,67,1.97,48.5,40.9,7.6,0.22,2_Bundesliga,0,1.47,0.97,1.43,1.2,12
3,Hamburger SV,34,20,6,8,70,45,25,66,1.94,63.7,45.3,18.4,0.54,2_Bundesliga,0,2.06,1.32,1.87,1.33,19
4,Düsseldorf,34,17,7,10,60,43,17,58,1.71,53.6,41.6,12.0,0.35,2_Bundesliga,0,1.76,1.26,1.58,1.22,14
5,St. Pauli,34,16,10,8,55,39,16,58,1.71,49.1,34.4,14.8,0.43,2_Bundesliga,1,1.62,1.15,1.44,1.01,9
6,Paderborn 07,34,16,7,11,68,44,24,55,1.62,63.8,45.2,18.6,0.55,2_Bundesliga,1,2.0,1.29,1.88,1.33,11
7,Karlsruher,34,13,7,14,56,53,3,46,1.35,52.2,45.0,7.2,0.21,2_Bundesliga,1,1.65,1.56,1.54,1.32,13
8,Holstein Kiel,34,12,10,12,58,61,-3,46,1.35,54.6,50.1,4.5,0.13,2_Bundesliga,1,1.71,1.79,1.61,1.47,15
9,Kaiserslautern,34,11,12,11,47,48,-1,45,1.32,46.7,40.6,6.1,0.18,2_Bundesliga,1,1.38,1.41,1.37,1.19,13
10,Hannover 96,34,12,8,14,50,55,-5,44,1.29,43.3,57.5,-14.2,-0.42,2_Bundesliga,1,1.47,1.62,1.27,1.69,14
11,Magdeburg,34,12,7,15,48,55,-7,43,1.26,42.8,58.6,-15.8,-0.46,2_Bundesliga,1,1.41,1.62,1.26,1.72,10
12,Greuther Fürth,34,10,11,13,47,50,-3,41,1.21,44.4,44.4,0.1,0.0,2_Bundesliga,1,1.38,1.47,1.31,1.31,11
13,Hansa Rostock,34,12,5,17,32,48,-16,41,1.21,37.0,48.4,-11.4,-0.33,2_Bundesliga,1,0.94,1.41,1.09,1.42,10
14,Nürnberg,34,10,9,15,32,49,-17,39,1.15,36.5,43.3,-6.8,-0.2,2_Bundesliga,1,0.94,1.44,1.07,1.27,11
15,Braunschweig,34,9,9,16,42,59,-17,36,1.06,37.8,53.8,-16.0,-0.47,2_Bundesliga,2,1.24,1.74,1.11,1.58,10
16,Arminia,34,9,7,18,50,62,-12,34,1.0,43.9,48.9,-5.0,-0.15,2_Bundesliga,2,1.47,1.82,1.29,1.44,10
17,Jahn R'burg,34,8,7,19,34,58,-24,31,0.91,37.4,47.1,-9.7,-0.29,2_Bundesliga,2,1.0,1.71,1.1,1.39,9
18,Sandhausen,34,7,7,20,35,63,-28,28,0.82,33.3,55.4,-22.1,-0.65,2_Bundesliga,2,1.03,1.85,0.98,1.63,6
1,Heidenheim,34,19,10,5,67,36,31,67,1.97,47.6,35.8,11.8,0.35,2_Bundesliga,0,1.97,1.06,1.4,1.05,25
2,Darmstadt 98,34,20,7,7,50,33,17,67,1.97,48.5,40.9,7.6,0.22,2_Bundesliga,0,1.47,0.97,1.43,1.2,12
3,Hamburger SV,34,20,6,8,70,45,25,66,1.94,63.7,45.3,18.4,0.54,2_Bundesliga,0,2.06,1.32,1.87,1.33,19
4,Düsseldorf,34,17,7,10,60,43,17,58,1.71,53.6,41.6,12.0,0.35,2_Bundesliga,0,1.76,1.26,1.58,1.22,14
5,St. Pauli,34,16,10,8,55,39,16,58,1.71,49.1,34.4,14.8,0.43,2_Bundesliga,1,1.62,1.15,1.44,1.01,9
6,Paderborn 07,34,16,7,11,68,44,24,55,1.62,63.8,45.2,18.6,0.55,2_Bundesliga,1,2.0,1.29,1.88,1.33,11
7,Karlsruher,34,13,7,14,56,53,3,46,1.35,52.2,45.0,7.2,0.21,2_Bundesliga,1,1.65,1.56,1.54,1.32,13
8,Holstein Kiel,34,12,10,12,58,61,-3,46,1.35,54.6,50.1,4.5,0.13,2_Bundesliga,1,1.71,1.79,1.61,1.47,15
9,Kaiserslautern,34,11,12,11,47,48,-1,45,1.32,46.7,40.6,6.1,0.18,2_Bundesliga,1,1.38,1.41,1.37,1.19,13
10,Hannover 96,34,12,8,14,50,55,-5,44,1.29,43.3,57.5,-14.2,-0.42,2_Bundesliga,1,1.47,1.62,1.27,1.69,14
11,Magdeburg,34,12,7,15,48,55,-7,43,1.26,42.8,58.6,-15.8,-0.46,2_Bundesliga,1,1.41,1.62,1.26,1.72,10
12,Greuther Fürth,34,10,11,13,47,50,-3,41,1.21,44.4,44.4,0.1,0.0,2_Bundesliga,1,1.38,1.47,1.31,1.31,11
13,Hansa Rostock,34,12,5,17,32,48,-16,41,1.21,37.0,48.4,-11.4,-0.33,2_Bundesliga,1,0.94,1.41,1.09,1.42,10
14,Nürnberg,34,10,9,15,32,49,-17,39,1.15,36.5,43.3,-6.8,-0.2,2_Bundesliga,1,0.94,1.44,1.07,1.27,11
15,Braunschweig,34,9,9,16,42,59,-17,36,1.06,37.8,53.8,-16.0,-0.47,2_Bundesliga,2,1.24,1.74,1.11,1.58,10
16,Arminia,34,9,7,18,50,62,-12,34,1.0,43.9,48.9,-5.0,-0.15,2_Bundesliga,2,1.47,1.82,1.29,1.44,10
17,Jahn R'burg,34,8,7,19,34,58,-24,31,0.91,37.4,47.1,-9.7,-0.29,2_Bundesliga,2,1.0,1.71,1.1,1.39,9
18,Sandhausen,34,7,7,20,35,63,-28,28,0.82,33.3,55.4,-22.1,-0.65,2_Bundesliga,2,1.03,1.85,0.98,1.63,6
1,Heidenheim,34,19,10,5,67,36,31,67,1.97,47.6,35.8,11.8,0.35,2_Bundesliga,0,1.97,1.06,1.4,1.05,25
2,Darmstadt 98,34,20,7,7,50,33,17,67,1.97,48.5,40.9,7.6,0.22,2_Bundesliga,0,1.47,0.97,1.43,1.2,12
3,Hamburger SV,34,20,6,8,70,45,25,66,1.94,63.7,45.3,18.4,0.54,2_Bundesliga,0,2.06,1.32,1.87,1.33,19
4,Düsseldorf,34,17,7,10,60,43,17,58,1.71,53.6,41.6,12.0,0.35,2_Bundesliga,0,1.76,1.26,1.58,1.22,14
5,St. Pauli,34,16,10,8,55,39,16,58,1.71,49.1,34.4,14.8,0.43,2_Bundesliga,1,1.62,1.15,1.44,1.01,9
6,Paderborn 07,34,16,7,11,68,44,24,55,1.62,63.8,45.2,18.6,0.55,2_Bundesliga,1,2.0,1.29,1.88,1.33,11
7,Karlsruher,34,13,7,14,56,53,3,46,1.35,52.2,45.0,7.2,0.21,2_Bundesliga,1,1.65,1.56,1.54,1.32,13
8,Holstein Kiel,34,12,10,12,58,61,-3,46,1.35,54.6,50.1,4.5,0.13,2_Bundesliga,1,1.71,1.79,1.61,1.47,15
9,Kaiserslautern,34,11,12,11,47,48,-1,45,1.32,46.7,40.6,6.1,0.18,2_Bundesliga,1,1.38,1.41,1.37,1.19,13
10,Hannover 96,34,12,8,14,50,55,-5,44,1.29,43.3,57.5,-14.2,-0.42,2_Bundesliga,1,1.47,1.62,1.27,1.69,14
11,Magdeburg,34,12,7,15,48,55,-7,43,1.26,42.8,58.6,-15.8,-0.46,2_Bundesliga,1,1.41,1.62,1.26,1.72,10
12,Greuther Fürth,34,10,11,13,47,50,-3,41,1.21,44.4,44.4,0.1,0.0,2_Bundesliga,1,1.38,1.47,1.31,1.31,11
13,Hansa Rostock,34,12,5,17,32,48,-16,41,1.21,37.0,48.4,-11.4,-0.33,2_Bundesliga,1,0.94,1.41,1.09,1.42,10
14,Nürnberg,34,10,9,15,32,49,-17,39,1.15,36.5,43.3,-6.8,-0.2,2_Bundesliga,1,0.94,1.44,1.07,1.27,11
